activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
,CCOc1cc(Cl)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,CHEMBL199822,nM,20000.0,uM,20.0
,O=C(NC(=S)Nc1nc(Cl)cc(Cl)n1)c1ccc(-c2ccccc2Cl)o1,CHEMBL370590,nM,14500.0,uM,14.5
,O=C(NC(=S)Nc1nc(Cl)cc(Cl)n1)c1ccc(-c2ccccc2Cl)o1,CHEMBL370590,nM,14454.4,,4.84
,COc1cc(OC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,CHEMBL199481,nM,1770.0,uM,1.77
,COc1cc(OC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,CHEMBL199481,nM,1778.28,,5.75
,Cc1cc(O)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,CHEMBL372394,nM,320.0,uM,0.32
,Cc1cc(O)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,CHEMBL372394,nM,323.59,,6.49
,CCOc1cc(OCC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,CHEMBL372738,nM,80.0,uM,0.08
,CCOc1cc(OCC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,CHEMBL372738,nM,79.43,,7.1
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,500.0,uM,0.5
,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,nM,31600.0,uM,31.6
,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,nM,28900.0,uM,28.9
,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,nM,45700.0,uM,45.7
,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL226335,nM,52200.0,uM,52.2
,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1,CHEMBL442289,nM,51500.0,uM,51.5
,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL164,nM,82600.0,uM,82.6
,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,nM,58400.0,uM,58.4
,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,nM,58600.0,uM,58.6
,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,CHEMBL117,nM,45700.0,uM,45.7
,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,CHEMBL487417,nM,46500.0,uM,46.5
,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,CHEMBL233929,nM,47400.0,uM,47.4
,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL487805,nM,50600.0,uM,50.6
,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,CHEMBL293776,nM,46300.0,uM,46.3
,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL151,nM,33700.0,uM,33.7
,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL226335,nM,87700.0,uM,87.7
,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1,CHEMBL442289,nM,83900.0,uM,83.9
,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL164,nM,46200.0,uM,46.2
,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,nM,87600.0,uM,87.6
,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,nM,38100.0,uM,38.1
,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,CHEMBL117,nM,33360.0,uM,33.36
,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,CHEMBL487417,nM,45100.0,uM,45.1
,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,CHEMBL233929,nM,52200.0,uM,52.2
,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL487805,nM,47300.0,uM,47.3
,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,CHEMBL293776,nM,26000.0,uM,26.0
,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL151,nM,32600.0,uM,32.6
,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL226335,nM,100000.0,uM,100.0
,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)cc3)oc2c1,CHEMBL442289,nM,62000.0,uM,62.0
,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL164,nM,75400.0,uM,75.4
,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,nM,67500.0,uM,67.5
,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,nM,46400.0,uM,46.4
,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,CHEMBL117,nM,52900.0,uM,52.9
,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,CHEMBL487417,nM,49600.0,uM,49.6
,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,CHEMBL233929,nM,58600.0,uM,58.6
,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL487805,nM,59900.0,uM,59.9
,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,CHEMBL293776,nM,33200.0,uM,33.2
,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL151,nM,53300.0,uM,53.3
,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CHEMBL9352,nM,100000.0,uM,100.0
,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CHEMBL9352,nM,100000.0,uM,100.0
,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CHEMBL9352,nM,100000.0,uM,100.0
,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,CHEMBL129482,nM,100000.0,uM,100.0
,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,CHEMBL206452,nM,100000.0,uM,100.0
,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CHEMBL449317,nM,100000.0,uM,100.0
,O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,CHEMBL511995,nM,100000.0,uM,100.0
,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,CHEMBL129482,nM,100000.0,uM,100.0
,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,CHEMBL206452,nM,100000.0,uM,100.0
,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CHEMBL449317,nM,100000.0,uM,100.0
,O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,CHEMBL511995,nM,100000.0,uM,100.0
,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,CHEMBL129482,nM,100000.0,uM,100.0
,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,CHEMBL206452,nM,100000.0,uM,100.0
,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CHEMBL449317,nM,100000.0,uM,100.0
,O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,CHEMBL511995,nM,100000.0,uM,100.0
,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,CHEMBL486626,nM,100000.0,uM,100.0
,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,CHEMBL242341,nM,100000.0,uM,100.0
,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,CHEMBL486626,nM,100000.0,uM,100.0
,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,CHEMBL242341,nM,100000.0,uM,100.0
,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,CHEMBL486626,nM,100000.0,uM,100.0
,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,CHEMBL242341,nM,100000.0,uM,100.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,15.0,uM,0.015
,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CHEMBL466981,nM,25600.0,uM,25.6
,O=C1/C(=C\c2ccccc2)Oc2cc(O)ccc21,CHEMBL466980,nM,72000.0,uM,72.0
,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)ccc21,CHEMBL502446,nM,22000.0,uM,22.0
,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,CHEMBL490355,nM,29600.0,uM,29.6
,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL44,nM,77100.0,uM,77.1
,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,CHEMBL8145,nM,37100.0,uM,37.1
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,3.2,uM,0.0032
,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CHEMBL466981,nM,22300.0,uM,22.3
,O=C1/C(=C\c2ccccc2)Oc2cc(O)ccc21,CHEMBL466980,nM,73300.0,uM,73.3
,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)ccc21,CHEMBL502446,nM,22100.0,uM,22.1
,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,CHEMBL490355,nM,51200.0,uM,51.2
,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL44,nM,134400.0,uM,134.4
,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,CHEMBL8145,nM,26600.0,uM,26.6
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,217.0,uM,0.217
,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CHEMBL466981,nM,25400.0,uM,25.4
,O=C1/C(=C\c2ccccc2)Oc2cc(O)ccc21,CHEMBL466980,nM,86600.0,uM,86.6
,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)ccc21,CHEMBL502446,nM,22900.0,uM,22.9
,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,CHEMBL490355,nM,36200.0,uM,36.2
,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL44,nM,83300.0,uM,83.3
,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,CHEMBL8145,nM,46800.0,uM,46.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.4,nM,2.4
,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCOc3ccc(-c4c5nc(c(-c6ccc(OCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL554168,nM,11.0,nM,11.0
,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL564257,nM,8.5,nM,8.5
,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL556810,nM,3.7,nM,3.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.5,nM,2.5
,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL564257,nM,16.0,nM,16.0
,CC(=O)N[C@H]1[C@H]([C@H](OC(=O)NCc2cn(CCOCCOCCOCCOCCNC(=O)COc3ccc(-c4c5nc(c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@H](O)CO)nn7)cc6)c6ccc([nH]6)c(-c6ccc(OCC(=O)NCCOCCOCCOCCOCCn7cc(CNC(=O)O[C@@H]([C@@H]8OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]8NC(C)=O)[C@@H](O)CO)nn7)cc6)c6nc(c(-c7ccc(OCC(=O)NCCOCCOCCOCCOCCn8cc(CNC(=O)O[C@@H]([C@@H]9OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]9NC(C)=O)[C@H](O)CO)nn8)cc7)c7ccc4[nH]7)C=C6)C=C5)cc3)nn2)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL556810,nM,7.6,nM,7.6
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](C)(C)CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,CHEMBL553110,nM,5000000.0,mM,5.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCCCC(=O)NCCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,CHEMBL562635,nM,4800000.0,mM,4.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,CHEMBL538892,nM,5000000.0,mM,5.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCCCC(=O)NCCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)c2ccccc2)(C(=O)O)C[C@@H]1O,CHEMBL552651,nM,2700000.0,mM,2.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)c2ccccc2)(C(=O)O)C[C@@H]1O,CHEMBL556731,nM,5000000.0,mM,5.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCCCC(=O)NCCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](C)(C)CCC[Si](CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCNC(=O)CCCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,CHEMBL562908,nM,2800000.0,mM,2.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,CHEMBL558359,nM,5000000.0,mM,5.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](SCCCCCSCCCOCCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCC[Si](CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(CCCOCCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)CCCOCCSCCCCCS[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)(C(=O)O)C[C@@H]1O,CHEMBL559353,nM,6400000.0,mM,6.4
