molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name
CHEMBL3125439,O=C1C[C@@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]3OC[C@@](O)(COC(=O)c4c[nH]c5ccccc45)[C@@H]3O)cc2)Oc2cc(O)ccc21,intermediate,4520.0,Neuraminidase
CHEMBL3125438,O=C(/C=C/c1ccc(O)cc1)OC[C@]1(O)CO[C@H](O[C@H]2[C@H](Oc3ccc(/C=C/C(=O)c4ccc(O)cc4O)cc3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H]1O,intermediate,2830.0,Neuraminidase
CHEMBL2204386,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2cc(O)c3c(c2)C=CC(C)(C)O3)c1O,intermediate,1310.0,Neuraminidase
CHEMBL16901,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,intermediate,1390.0,Neuraminidase
CHEMBL3220176,CCC(CC)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,inactive,22000.0,Neuraminidase
CHEMBL3220177,CCN(CC)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,inactive,25000.0,Neuraminidase
CHEMBL3220178,CCCN(CCC)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,inactive,32000.0,Neuraminidase
CHEMBL3220179,CCN(C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1)C(C)C,intermediate,1600.0,Neuraminidase
CHEMBL3220180,CC(C)N(C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1)C(C)C,intermediate,4000.0,Neuraminidase
CHEMBL3220181,CC(C)N(CCO)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,inactive,21000.0,Neuraminidase
CHEMBL3220182,CC(C)N(CCCC(=O)O)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,inactive,19000.0,Neuraminidase
CHEMBL3220183,CC(C)N(CCN)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,inactive,46000.0,Neuraminidase
CHEMBL3220184,CCN(C(=O)N1C[C@H](C(=O)O)[C@H](NC(=N)N)C1)C(C)C,inactive,13000.0,Neuraminidase
CHEMBL3220185,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNC(C)=O)C(C)C,intermediate,7500.0,Neuraminidase
CHEMBL3220186,CCC(=O)NC[C@H]1[C@@H](C(=O)O)[C@@H](N)CN1C(=O)N(CC)C(C)C,inactive,16000.0,Neuraminidase
CHEMBL3220187,C=CC(=O)NC[C@H]1[C@@H](C(=O)O)[C@@H](N)CN1C(=O)N(CC)C(C)C,inactive,96000.0,Neuraminidase
CHEMBL3220188,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNC(=O)C(F)(F)F)C(C)C,active,280.0,Neuraminidase
CHEMBL3220439,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNS(C)(=O)=O)C(C)C,inactive,130000.0,Neuraminidase
CHEMBL3220440,CCC(CC)NC(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,60.0,Neuraminidase
CHEMBL3220441,CCC(CC)NC(=O)[C@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,inactive,25000.0,Neuraminidase
CHEMBL3220442,CCN(CC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,70.0,Neuraminidase
CHEMBL3220443,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,43.0,Neuraminidase
CHEMBL312047,CO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,3700000.0,Neuraminidase
CHEMBL309419,CCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,2000000.0,Neuraminidase
CHEMBL54758,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,180000.0,Neuraminidase
CHEMBL79908,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,300000.0,Neuraminidase
CHEMBL83932,CCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,200000.0,Neuraminidase
CHEMBL82771,CCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,150000.0,Neuraminidase
CHEMBL81953,CCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,270000.0,Neuraminidase
CHEMBL81637,CCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,180000.0,Neuraminidase
CHEMBL418913,CCCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,210000.0,Neuraminidase
CHEMBL311274,CCCCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,600000.0,Neuraminidase
CHEMBL79524,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCC(C)C,inactive,200000.0,Neuraminidase
CHEMBL3220444,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,9000.0,Neuraminidase
CHEMBL311288,C=CC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,1000.0,Neuraminidase
CHEMBL81777,C=CC[C@@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,3000.0,Neuraminidase
CHEMBL310004,CCCCCCC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,1000.0,Neuraminidase
CHEMBL51955,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC1CCCCC1,inactive,60000.0,Neuraminidase
CHEMBL430814,CC[C@@H](CC1CCCCC1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,16000.0,Neuraminidase
CHEMBL315261,CC[C@@H](CCC1CCCCC1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,1000.0,Neuraminidase
CHEMBL298659,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1Oc1ccccc1,inactive,530000.0,Neuraminidase
CHEMBL81286,CC[C@@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,300.0,Neuraminidase
CHEMBL79499,CC[C@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,12000.0,Neuraminidase
CHEMBL81083,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCCCc1ccc(-c2ccccc2)cc1,inactive,90000.0,Neuraminidase
CHEMBL312637,CC(=O)N[C@H]1[C@H](O)C=C(C(=O)O)C[C@@H]1N=C(N)N,inactive,100000.0,Neuraminidase
CHEMBL311205,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,intermediate,2000.0,Neuraminidase
CHEMBL81790,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,intermediate,3000.0,Neuraminidase
CHEMBL2114178,CC[C@@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,500.0,Neuraminidase
CHEMBL3220445,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,500.0,Neuraminidase
CHEMBL3220446,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC(C)C,active,1.0,Neuraminidase
CHEMBL3220447,CC(=O)N[C@H]1[C@H](OC(C)C)C(C)=C(C(=O)O)C[C@@H]1N,intermediate,2300.0,Neuraminidase
CHEMBL3220710,CC(=O)N[C@H]1[C@H](OC(C)C)C(F)=C(C(=O)O)C[C@@H]1N,active,3.0,Neuraminidase
CHEMBL3220711,CC(=O)N[C@@H]1[C@@H](N)[C@H](C)C(C(=O)O)=C[C@H]1OC(C)C,intermediate,1500.0,Neuraminidase
CHEMBL3220712,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,active,13.0,Neuraminidase
CHEMBL3220713,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@H]1NC(=N)N,inactive,14600.0,Neuraminidase
CHEMBL3220714,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@](O)(C(=O)O)C[C@@H]1NC(=N)N,intermediate,4900.0,Neuraminidase
CHEMBL3220715,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@@](O)(C(=O)O)C[C@@H]1NC(=N)N,inactive,2300000.0,Neuraminidase
CHEMBL3238014,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,0.2,Neuraminidase
CHEMBL3238022,CC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1ccc2ccccc2c1,active,20.0,Neuraminidase
CHEMBL3238015,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,1.73,Neuraminidase
CHEMBL3238021,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,3.7,Neuraminidase
CHEMBL3263936,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,active,6.9,Neuraminidase
CHEMBL3263937,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,active,2.2,Neuraminidase
CHEMBL3263938,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,active,1.8,Neuraminidase
CHEMBL3263939,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2c[nH]c3ccccc23)C[C@H](N)[C@H]1NC(C)=O,active,1.7,Neuraminidase
CHEMBL3263940,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,active,6.7,Neuraminidase
CHEMBL3263941,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,active,4.1,Neuraminidase
CHEMBL3263942,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,3.2,Neuraminidase
CHEMBL3290226,CCOC(=O)C1C(=O)NC(N)=NC1C(C)C,inactive,200000.0,Neuraminidase
CHEMBL3290225,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1,inactive,129470.0,Neuraminidase
CHEMBL3290227,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1Cl,inactive,119760.0,Neuraminidase
CHEMBL3290228,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1F,inactive,121380.0,Neuraminidase
CHEMBL3290229,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1Cl,inactive,86870.0,Neuraminidase
CHEMBL3290230,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(C)cc1,inactive,200000.0,Neuraminidase
CHEMBL3290231,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1[N+](=O)[O-],inactive,75680.0,Neuraminidase
CHEMBL3290232,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc([N+](=O)[O-])cc1,inactive,188620.0,Neuraminidase
CHEMBL3290233,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(OC)c(OC)c1,inactive,200000.0,Neuraminidase
CHEMBL3290234,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(F)cc1,inactive,144600.0,Neuraminidase
CHEMBL3290235,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(OC)cc1,inactive,200000.0,Neuraminidase
CHEMBL3290236,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1,inactive,110020.0,Neuraminidase
CHEMBL3290237,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1,inactive,124620.0,Neuraminidase
CHEMBL3290238,CCOC(=O)C1C(=O)NC(N)=NC1c1ccco1,inactive,200000.0,Neuraminidase
CHEMBL3290239,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1F,inactive,89040.0,Neuraminidase
CHEMBL3290240,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(N(C)C)cc1,inactive,200000.0,Neuraminidase
CHEMBL3290241,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1C(C)C,inactive,200000.0,Neuraminidase
CHEMBL3290242,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1,inactive,57530.0,Neuraminidase
CHEMBL3290243,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1Cl,inactive,28460.0,Neuraminidase
CHEMBL3290244,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1F,inactive,29690.0,Neuraminidase
CHEMBL3286435,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1Cl,inactive,36670.0,Neuraminidase
CHEMBL3290245,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(C)cc1,inactive,164520.0,Neuraminidase
CHEMBL3290246,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1[N+](=O)[O-],inactive,17640.0,Neuraminidase
CHEMBL3290247,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc([N+](=O)[O-])cc1,inactive,144620.0,Neuraminidase
CHEMBL3290248,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(OC)c(OC)c1,inactive,200000.0,Neuraminidase
CHEMBL3290249,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(F)cc1,inactive,96450.0,Neuraminidase
CHEMBL3290250,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(OC)cc1,inactive,165760.0,Neuraminidase
CHEMBL3290251,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1,inactive,89640.0,Neuraminidase
CHEMBL3290252,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1,inactive,71280.0,Neuraminidase
CHEMBL3290253,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccco1,inactive,200000.0,Neuraminidase
CHEMBL3290254,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1F,inactive,46460.0,Neuraminidase
CHEMBL3290255,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(N(C)C)cc1,inactive,138960.0,Neuraminidase
CHEMBL3290256,CCOC(=O)C1C(=O)NC(NC(=O)CC)=NC1c1ccc(Br)cc1,inactive,106340.0,Neuraminidase
CHEMBL3290257,CCOC(=O)C1C(=O)NC(NC(=O)C(F)(F)F)=NC1c1ccc(Br)cc1,inactive,69840.0,Neuraminidase
CHEMBL3342330,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](NC(=N)N)[C@H]1NC(C)=O,active,200.0,Neuraminidase
CHEMBL3342331,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](N)[C@H]1NC(C)=O,active,110.0,Neuraminidase
CHEMBL3342456,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2cccs2)C(=N)N)[C@H]1NC(C)=O,active,210.0,Neuraminidase
CHEMBL3341765,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2)C(=N)N)[C@H]1NC(C)=O,intermediate,2600.0,Neuraminidase
CHEMBL3342457,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(C(C)C)cc2)C(=N)N)[C@H]1NC(C)=O,intermediate,2370.0,Neuraminidase
CHEMBL3342458,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2OC)C(=N)N)[C@H]1NC(C)=O,active,490.0,Neuraminidase
CHEMBL3342459,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(-c3ccccc3)cc2)C(=N)N)[C@H]1NC(C)=O,active,470.0,Neuraminidase
CHEMBL3342460,CCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342461,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CC(C)C)C(=N)N)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342462,CCCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342463,CCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,1480.0,Neuraminidase
CHEMBL3342464,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCC(C)C)C(=N)N)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342465,CCC(CC)CN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342466,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCCc2ccccc2)C(=N)N)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342467,CCC(CC)CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,300.0,Neuraminidase
CHEMBL3342468,CCCCN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,2280.0,Neuraminidase
CHEMBL3342469,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCC(C)C)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342470,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2cccs2)[C@H]1NC(C)=O,active,740.0,Neuraminidase
CHEMBL3342471,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2)[C@H]1NC(C)=O,intermediate,2440.0,Neuraminidase
CHEMBL3342472,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OC)[C@H]1NC(C)=O,intermediate,1640.0,Neuraminidase
CHEMBL3342473,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2O)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342474,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Cl)[C@H]1NC(C)=O,active,980.0,Neuraminidase
CHEMBL3342475,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Br)[C@H]1NC(C)=O,intermediate,1150.0,Neuraminidase
CHEMBL3342476,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2F)[C@H]1NC(C)=O,intermediate,2720.0,Neuraminidase
CHEMBL3342477,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC/C=C/c2ccccc2)[C@H]1NC(C)=O,intermediate,4020.0,Neuraminidase
CHEMBL3342478,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,intermediate,1200.0,Neuraminidase
CHEMBL3342479,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCc2ccccc2)[C@H]1NC(C)=O,intermediate,5000.0,Neuraminidase
CHEMBL3342480,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCN)[C@H]1NC(C)=O,active,950.0,Neuraminidase
CHEMBL3342481,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OCc2ccco2)[C@H]1NC(C)=O,intermediate,1530.0,Neuraminidase
CHEMBL3342482,C=CCOc1ccccc1CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,4700.0,Neuraminidase
CHEMBL3342483,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2Cl)[C@H]1NC(C)=O,intermediate,2020.0,Neuraminidase
CHEMBL3342484,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2-c2ccccc2)[C@H]1NC(C)=O,active,3.2,Neuraminidase
CHEMBL3342485,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,intermediate,3520.0,Neuraminidase
CHEMBL3330849,CC(CO)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,9490.0,Neuraminidase
CHEMBL3330848,CC(O)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],inactive,68100.0,Neuraminidase
CHEMBL3330847,C/C=C(\C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,7760.0,Neuraminidase
CHEMBL3330846,CCC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,1580.0,Neuraminidase
CHEMBL3330845,[N-]=[N+]=N[C@H]1C=C(C(=O)[O-])O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(=O)C1CCC1.[Na+],intermediate,1920.0,Neuraminidase
CHEMBL3330844,[N-]=[N+]=N[C@H]1C=C(C(=O)[O-])O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(=O)C1CC1.[Na+],active,910.0,Neuraminidase
CHEMBL3330843,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(=N)N.[Na+],inactive,1000000.0,Neuraminidase
CHEMBL3330710,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N.[Na+],inactive,260800.0,Neuraminidase
CHEMBL3330709,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1O.[Na+],intermediate,3820.0,Neuraminidase
CHEMBL3330708,CC(C)C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],active,500.0,Neuraminidase
CHEMBL3330707,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1NC(=N)N.[Na+],inactive,1000000.0,Neuraminidase
CHEMBL3330706,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N.[Na+],inactive,1000000.0,Neuraminidase
CHEMBL3330705,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1O.[Na+],inactive,63800.0,Neuraminidase
CHEMBL3330704,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)[O-])=C[C@@H]1N=[N+]=[N-].[Na+],intermediate,3920.0,Neuraminidase
CHEMBL218423,O=c1oc2cc(/C=C/c3ccc(O)c(O)c3)oc(=O)c2c2cc(O)c(O)cc12,inactive,10900.0,Neuraminidase
CHEMBL205945,CC1=CC(=O)[C@H](c2c(O)cc(/C=C/c3ccc(O)c(O)c3)oc2=O)[C@@H](c2ccc(O)c(O)c2)O1,inactive,21800.0,Neuraminidase
CHEMBL487596,CC1=CC(=O)C2(O1)c1c(cc(/C=C/c3ccc(O)c(O)c3)oc1=O)OC2c1ccc(O)c(O)c1,inactive,18500.0,Neuraminidase
CHEMBL1682260,O=c1cc(O)cc([C@H]2c3c(cc(/C=C/c4ccc(O)c(O)c4)oc3=O)O[C@@H]2c2ccc(O)c(O)c2)o1,inactive,12300.0,Neuraminidase
CHEMBL1224512,O=c1cc(O)cc(/C=C/c2ccc(O)c(O)c2)o1,inactive,16900.0,Neuraminidase
CHEMBL3740548,CCOC(=O)c1cn(CC)c2ccc(-n3cc(C4=CCCCC4)nn3)cc2c1=O,inactive,19900.0,Neuraminidase
CHEMBL402471,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](COC(=O)/C=C/c3ccc(O)c(O)c3)O[C@H]3OC[C@H](c4ccc(O)c(O)c4)O[C@@H]32)[C@H](O)[C@H](O)[C@H]1O,active,115.84,Neuraminidase
CHEMBL451273,C[C@@H]1O[C@@H](O[C@@H]2[C@H]3O[C@@H](c4ccc(O)c(O)c4)CO[C@@H]3O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,active,89.81,Neuraminidase
CHEMBL3759226,CSCC[C@@H](N)C(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@@H](c3ccccc3)O[C@@H]21,active,78.12,Neuraminidase
CHEMBL3758503,CSCC[C@@H](N)C(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@H](c3ccccc3)O[C@@H]21,active,89.43,Neuraminidase
CHEMBL3760001,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@@H](c3ccccc3)O[C@@H]21,active,27.77,Neuraminidase
CHEMBL3759493,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@H](c3ccccc3)O[C@@H]21,active,29.91,Neuraminidase
CHEMBL3758909,O=C(/C=C/c1ccc(O)cc1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@@H](c3ccccc3)O[C@@H]21,active,78.03,Neuraminidase
CHEMBL3759004,O=C(/C=C/c1ccc(O)cc1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]2OC[C@H](c3ccccc3)O[C@@H]21,active,97.95,Neuraminidase
CHEMBL3759877,COc1cccc(/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@H]3OC[C@@H](c4ccccc4)O[C@@H]32)c1,active,29.64,Neuraminidase
CHEMBL3758438,COc1cccc(/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@H]3OC[C@H](c4ccccc4)O[C@@H]32)c1,active,42.91,Neuraminidase
CHEMBL3810328,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,intermediate,2800.0,Neuraminidase
CHEMBL3808658,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,intermediate,2900.0,Neuraminidase
